externalKey,tier_short,tier_label,tier_order,segment,role_fit,organization,region,state,state_name,city,county,city_county,locale_code,locale_display,saipe_numeric,saipe_display,basis,phone,website,outreach_program,outreach_link,students,school_count,source,detail
CAND|Ozarka College|AR,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Ozarka College,Southeast,AR,,Melbourne,Izard County,Melbourne / Izard County,43,43,21.3,21.3%,Locale 43 + SAIPE 20 pts,(870) 368-2300,https://www.ozarka.edu/,,,,,Higher Ed seed file,"{'Institution': 'Ozarka College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AR', 'City': 'Melbourne', 'County': 'Izard County', 'ZIP': '72556-0010', 'Locale': '43', 'Poverty Percent': '21.3', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Dr. Richard  L. Dawe', 'Leader Title': 'President', 'Phone': '(870) 368-2300', 'Website': 'https://www.ozarka.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Reid State Technical College|AL,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Reid State Technical College,Southeast,AL,,Evergreen,Conecuh County,Evergreen / Conecuh County,43,43,22.7,22.7%,Locale 43 + SAIPE 20 pts,(251) 578-1313,https://www.rstc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Reid State Technical College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AL', 'City': 'Evergreen', 'County': 'Conecuh County', 'ZIP': '36401', 'Locale': '43', 'Poverty Percent': '22.7', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Dr. Coretta Boykin', 'Leader Title': 'President', 'Phone': '(251) 578-1313', 'Website': 'https://www.rstc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Sitting Bull College|ND,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Sitting Bull College,Northeast,ND,,Fort Yates,Sioux County,Fort Yates / Sioux County,43,43,29.9,29.9%,Locale 43 + SAIPE 20 pts,(701) 854-8000,https://sittingbull.edu/,,,,,Higher Ed seed file,"{'Institution': 'Sitting Bull College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'ND', 'City': 'Fort Yates', 'County': 'Sioux County', 'ZIP': '58538-9721', 'Locale': '43', 'Poverty Percent': '29.9', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Tomi Kay Phillips', 'Leader Title': 'President', 'Phone': '(701) 854-8000', 'Website': 'https://sittingbull.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': 'Land Grant'}"
CAND|Southeast Kentucky Community & Technical College|KY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Southeast Kentucky Community & Technical College,Mid-Atlantic,KY,,Cumberland,Harlan County,Cumberland / Harlan County,43,43,29.4,29.4%,Locale 43 + SAIPE 20 pts,(606) 589-2145,https://southeast.kctcs.edu/,,,,,Higher Ed seed file,"{'Institution': 'Southeast Kentucky Community & Technical College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'KY', 'City': 'Cumberland', 'County': 'Harlan County', 'ZIP': '40823', 'Locale': '43', 'Poverty Percent': '29.4', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Dr. Patsy Jackson', 'Leader Title': 'President & CEO (Interim)', 'Phone': '(606) 589-2145', 'Website': 'https://southeast.kctcs.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Southside Virginia Community College|VA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Southside Virginia Community College,Mid-Atlantic,VA,,Alberta,Brunswick County,Alberta / Brunswick County,43,43,20.2,20.2%,Locale 43 + SAIPE 20 pts,(888) 220-7822,https://www.southside.edu/,,,,,Higher Ed seed file,"{'Institution': 'Southside Virginia Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'VA', 'City': 'Alberta', 'County': 'Brunswick County', 'ZIP': '23821', 'Locale': '43', 'Poverty Percent': '20.2', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Dr. Quentin Johnson', 'Leader Title': 'President', 'Phone': '(888) 220-7822', 'Website': 'https://www.southside.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Turtle Mountain Community College|ND,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Turtle Mountain Community College,Northeast,ND,,Belcourt,Rolette County,Belcourt / Rolette County,43,43,23.4,23.4%,Locale 43 + SAIPE 20 pts,(701) 477-7862,https://www.tm.edu/,,,,,Higher Ed seed file,"{'Institution': 'Turtle Mountain Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'ND', 'City': 'Belcourt', 'County': 'Rolette County', 'ZIP': '58316', 'Locale': '43', 'Poverty Percent': '23.4', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Dr. Donna Brown', 'Leader Title': 'President', 'Phone': '(701) 477-7862', 'Website': 'https://www.tm.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': 'Land Grant'}"
CAND|Voorhees University|SC,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Voorhees University,Southeast,SC,,Denmark,Bamberg County,Denmark / Bamberg County,43,43,24.2,24.2%,Locale 43 + SAIPE 20 pts,(803) 780-1051,https://www.voorhees.edu/,,,,,Higher Ed seed file,"{'Institution': 'Voorhees University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'SC', 'City': 'Denmark', 'County': 'Bamberg County', 'ZIP': '29042', 'Locale': '43', 'Poverty Percent': '24.2', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Dr. Ronnie Hopkins', 'Leader Title': 'President/CEO', 'Phone': '(803) 780-1051', 'Website': 'https://www.voorhees.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Wes Watkins Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Wes Watkins Technology Center,West,OK,,Wetumka,Hughes County,Wetumka / Hughes County,43,43,22.4,22.4%,Locale 43 + SAIPE 20 pts,(405) 452-1222,https://www.wwtech.org/,,,,,Higher Ed seed file,"{'Institution': 'Wes Watkins Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Wetumka', 'County': 'Hughes County', 'ZIP': '74883-6155', 'Locale': '43', 'Poverty Percent': '22.4', 'SAIPE Points': '20', 'Basis': 'Locale 43 + SAIPE 20 pts', 'Leader': 'Anthony V. Woods', 'Leader Title': 'Superintendent', 'Phone': '(405) 452-1222', 'Website': 'https://www.wwtech.org/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Aaniiih Nakoda College|MT,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Aaniiih Nakoda College,West,MT,,Harlem,Blaine County,Harlem / Blaine County,43,43,18.1,18.1%,Locale 43,40635326073901,https://www.ancollege.edu/,,,,,Higher Ed seed file,"{'Institution': 'Aaniiih Nakoda College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MT', 'City': 'Harlem', 'County': 'Blaine County', 'ZIP': '59526', 'Locale': '43', 'Poverty Percent': '18.1', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Sean Chandler', 'Leader Title': 'President', 'Phone': '40635326073901', 'Website': 'https://www.ancollege.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': 'Land Grant'}"
CAND|Alabama School of Nail Technology & Cosmetology|AL,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Alabama School of Nail Technology & Cosmetology,Southeast,AL,,Jackson,Clarke County,Jackson / Clarke County,43,43,17.8,17.8%,Locale 43,(251) 246-9992,https://www.asntc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Alabama School of Nail Technology & Cosmetology', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AL', 'City': 'Jackson', 'County': 'Clarke County', 'ZIP': '36545-2718', 'Locale': '43', 'Poverty Percent': '17.8', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Teri Lancaster', 'Leader Title': 'Founder', 'Phone': '(251) 246-9992', 'Website': 'https://www.asntc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Alaska Vocational Technical Center|AK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Alaska Vocational Technical Center,West,AK,,Seward,Kenai Peninsula Borough,Seward / Kenai Peninsula Borough,43,43,10.6,10.6%,Locale 43,(907) 224-3322,https://www.avtec.edu/,,,,,Higher Ed seed file,"{'Institution': 'Alaska Vocational Technical Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AK', 'City': 'Seward', 'County': 'Kenai Peninsula Borough', 'ZIP': '99664-0889', 'Locale': '43', 'Poverty Percent': '10.6', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Cathy LeCompte', 'Leader Title': 'Division Operations Manager', 'Phone': '(907) 224-3322', 'Website': 'https://www.avtec.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Barclay College|KS,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Barclay College,Northeast,KS,,Haviland,Kiowa County,Haviland / Kiowa County,43,43,12.0,12.0%,Locale 43,(620) 862-5252,https://www.barclaycollege.edu/,,,,,Higher Ed seed file,"{'Institution': 'Barclay College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'KS', 'City': 'Haviland', 'County': 'Kiowa County', 'ZIP': '67059-0288', 'Locale': '43', 'Poverty Percent': '12.0', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Royce Frazier', 'Leader Title': 'President', 'Phone': '(620) 862-5252', 'Website': 'https://www.barclaycollege.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Caddo Kiowa Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Caddo Kiowa Technology Center,West,OK,,Fort Cobb,Caddo County,Fort Cobb / Caddo County,43,43,18.9,18.9%,Locale 43,(405) 643-5511,https://cktc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Caddo Kiowa Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Fort Cobb', 'County': 'Caddo County', 'ZIP': '73038-0190', 'Locale': '43', 'Poverty Percent': '18.9', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Jennie Nunn', 'Leader Title': 'Superintendent', 'Phone': '(405) 643-5511', 'Website': 'https://cktc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Chief Dull Knife College|MT,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Chief Dull Knife College,West,MT,,Lame Deer,Rosebud County,Lame Deer / Rosebud County,43,43,16.3,16.3%,Locale 43,4064776215100,https://cdkc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Chief Dull Knife College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MT', 'City': 'Lame Deer', 'County': 'Rosebud County', 'ZIP': '59043', 'Locale': '43', 'Poverty Percent': '16.3', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Eva Flying', 'Leader Title': 'President', 'Phone': '4064776215100', 'Website': 'https://cdkc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': 'Land Grant'}"
CAND|Chisholm Trail Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Chisholm Trail Technology Center,West,OK,,Omega,Kingfisher County,Omega / Kingfisher County,43,43,10.9,10.9%,Locale 43,(405) 729-8324,https://www.cttc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Chisholm Trail Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Omega', 'County': 'Kingfisher County', 'ZIP': '73764-6335', 'Locale': '43', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Kurt Thomas', 'Leader Title': 'Superintendent', 'Phone': '(405) 729-8324', 'Website': 'https://www.cttc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Cisco College|TX,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Cisco College,West,TX,,Cisco,Eastland County,Cisco / Eastland County,43,43,18.5,18.5%,Locale 43,(254) 442-5000,https://www.cisco.edu/,,,,,Higher Ed seed file,"{'Institution': 'Cisco College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'TX', 'City': 'Cisco', 'County': 'Eastland County', 'ZIP': '76437', 'Locale': '43', 'Poverty Percent': '18.5', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Thad Anglin', 'Leader Title': 'President', 'Phone': '(254) 442-5000', 'Website': 'https://www.cisco.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Clarendon College|TX,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Clarendon College,West,TX,,Clarendon,Donley County,Clarendon / Donley County,43,43,17.2,17.2%,Locale 43,8068743571107,https://www.clarendoncollege.edu/,,,,,Higher Ed seed file,"{'Institution': 'Clarendon College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'TX', 'City': 'Clarendon', 'County': 'Donley County', 'ZIP': '79226', 'Locale': '43', 'Poverty Percent': '17.2', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Mr. Texas Buckhaults', 'Leader Title': 'President', 'Phone': '8068743571107', 'Website': 'https://www.clarendoncollege.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|College of the Atlantic|ME,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,College of the Atlantic,Northeast,ME,,Bar Harbor,Hancock County,Bar Harbor / Hancock County,43,43,10.3,10.3%,Locale 43,(207) 288-5015,https://www.coa.edu/,,,,,Higher Ed seed file,"{'Institution': 'College of the Atlantic', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'ME', 'City': 'Bar Harbor', 'County': 'Hancock County', 'ZIP': '04609', 'Locale': '43', 'Poverty Percent': '10.3', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Sylvia Torti, PhD', 'Leader Title': 'President', 'Phone': '(207) 288-5015', 'Website': 'https://www.coa.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Colorado Northwestern Community College|CO,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Colorado Northwestern Community College,West,CO,,Rangely,Rio Blanco County,Rangely / Rio Blanco County,43,43,10.9,10.9%,Locale 43,(970) 675-2261,https://www.cncc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Colorado Northwestern Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'CO', 'City': 'Rangely', 'County': 'Rio Blanco County', 'ZIP': '81648-3598', 'Locale': '43', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Lisa Jones', 'Leader Title': 'President', 'Phone': '(970) 675-2261', 'Website': 'https://www.cncc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Conception Seminary College|MO,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Conception Seminary College,Northeast,MO,,Conception,Nodaway County,Conception / Nodaway County,43,43,15.0,15.0%,Locale 43,(660) 944-3105,https://www.conception.edu/,,,,,Higher Ed seed file,"{'Institution': 'Conception Seminary College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MO', 'City': 'Conception', 'County': 'Nodaway County', 'ZIP': '64433-0502', 'Locale': '43', 'Poverty Percent': '15.0', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Fr. Victor Schinstock, OSB', 'Leader Title': 'Rector', 'Phone': '(660) 944-3105', 'Website': 'https://www.conception.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Connors State College|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Connors State College,West,OK,,Warner,Muskogee County,Warner / Muskogee County,43,43,19.6,19.6%,Locale 43,(918) 463-2931,https://connorsstate.edu/,,,,,Higher Ed seed file,"{'Institution': 'Connors State College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Warner', 'County': 'Muskogee County', 'ZIP': '74469', 'Locale': '43', 'Poverty Percent': '19.6', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Ron Ramming', 'Leader Title': 'President', 'Phone': '(918) 463-2931', 'Website': 'https://connorsstate.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Culver-Stockton College|MO,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Culver-Stockton College,Northeast,MO,,Canton,Lewis County,Canton / Lewis County,43,43,13.4,13.4%,Locale 43,(573) 288-6000,https://www.culver.edu/,,,,,Higher Ed seed file,"{'Institution': 'Culver-Stockton College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MO', 'City': 'Canton', 'County': 'Lewis County', 'ZIP': '63435-1299', 'Locale': '43', 'Poverty Percent': '13.4', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Lauren Schellenberger', 'Leader Title': 'President', 'Phone': '(573) 288-6000', 'Website': 'https://www.culver.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Eastern Shore Community College|VA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Eastern Shore Community College,Mid-Atlantic,VA,,Melfa,Accomack County,Melfa / Accomack County,43,43,13.1,13.1%,Locale 43,(757) 789-1789,https://www.es.vccs.edu/,,,,,Higher Ed seed file,"{'Institution': 'Eastern Shore Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'VA', 'City': 'Melfa', 'County': 'Accomack County', 'ZIP': '23410', 'Locale': '43', 'Poverty Percent': '13.1', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. James Shaeffer', 'Leader Title': 'President', 'Phone': '(757) 789-1789', 'Website': 'https://www.es.vccs.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Eastern West Virginia Community and Technical College|WV,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Eastern West Virginia Community and Technical College,Mid-Atlantic,WV,,Moorefield,Hardy County,Moorefield / Hardy County,43,43,14.1,14.1%,Locale 43,(304) 434-8000,https://www.easternwv.edu/,,,,,Higher Ed seed file,"{'Institution': 'Eastern West Virginia Community and Technical College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'WV', 'City': 'Moorefield', 'County': 'Hardy County', 'ZIP': '26836-0000', 'Locale': '43', 'Poverty Percent': '14.1', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Thomas Striplin', 'Leader Title': 'President', 'Phone': '(304) 434-8000', 'Website': 'https://www.easternwv.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Feather River Community College District|CA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Feather River Community College District,West,CA,,Quincy,Plumas County,Quincy / Plumas County,43,43,13.0,13.0%,Locale 43,(530) 283-0202,https://www.frc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Feather River Community College District', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'CA', 'City': 'Quincy', 'County': 'Plumas County', 'ZIP': '95971-9124', 'Locale': '43', 'Poverty Percent': '13.0', 'SAIPE Points': '10', 'Basis': 'Locale 43', 'Leader': 'Dr. Kevin Trutna', 'Leader Title': 'Superintendent/President', 'Phone': '(530) 283-0202', 'Website': 'https://www.frc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
