Title,ExternalKey,TierCode,TierLabel,Segment,RoleFit,OrganizationName,StateCode,StateName,City,County,LocaleCode,LocaleDisplay,SaipePercent,SaipeBand,Basis,ContactName,ContactTitle,Phone,Website,OutreachProgram,OutreachLink,Flags,AssignedRepText,OutreachStatus,LastContact,NextStep,Notes,SourceDataset,ActiveFlag
Arena Union Elementary,2-school-district-ca-arena-union-elementary,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arena Union Elementary,CA,California,Point Arena,Mendocino County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(707) 882-2803,http://pointarenaschools.org/aues/,,,,,Not Started,,,,K12 Locale43,Yes
Arena Union Elementary/Point Arena Joint Union High,2-school-district-ca-arena-union-elementary-point-arena-joint-union-high,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arena Union Elementary/Point Arena Joint Union High,CA,California,Point Arena,Mendocino County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(707) 882-2803,http://www.pointarenaschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Argonia Public Schools,2-school-district-ks-argonia-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Argonia Public Schools,KS,Kansas,Argonia,Sumner County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 435-6311,http://www.argonia359.org,,,,,Not Started,,,,K12 Locale43,Yes
Arickaree School District No. R-2,2-school-district-co-arickaree-school-district-no-r-2,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arickaree School District No. R-2,CO,Colorado,Anton,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(970) 383-2202,http://www.arickaree.org,,,,,Not Started,,,,K12 Locale43,Yes
Arlington School District 38-1,2-school-district-sd-arlington-school-district-38-1,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arlington School District 38-1,SD,South Dakota,Arlington,Kingsbury County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 983-5597,http://www.arlington.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
Arlington SD 3,2-school-district-or-arlington-sd-3,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arlington SD 3,OR,Oregon,Arlington,Gilliam County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 454-2632,http://www.honkernet.net,,,,,Not Started,,,,K12 Locale43,Yes
Armour School District 21-1,2-school-district-sd-armour-school-district-21-1,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Armour School District 21-1,SD,South Dakota,Armour,Douglas County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 724-2698,http://www.armour.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
ARNETT,2-school-district-ok-arnett,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ARNETT,OK,Oklahoma,Arnett,Ellis County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 885-7811,http://www.arnett.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
ARNOLD PUBLIC SCHOOLS,2-school-district-ne-arnold-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ARNOLD PUBLIC SCHOOLS,NE,Nebraska,Arnold,Custer County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 848-2226,,,,,,Not Started,,,,K12 Locale43,Yes
Arock SD 81,1-school-district-or-arock-sd-81,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Arock SD 81,OR,Oregon,Arock,Malheur County,43,43-Rural: Remote,41.2,30%+,Locale 43 and SAIPE ≥ 30%,Mark Redmond,District Contact,(541) 586-2325,http://www.malesd.org/districts/schools-we-serve/arock,,,,,Not Started,,,,K12 Locale43,Yes
Arriba-Flagler Consolidated School District No. 20,2-school-district-co-arriba-flagler-consolidated-school-district-no-20,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arriba-Flagler Consolidated School District No. 20,CO,Colorado,Flagler,Kit Carson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(719) 765-4684,http://www.af20.net,,,,,Not Started,,,,K12 Locale43,Yes
ARTHUR COUNTY SCHOOLS,2-school-district-ne-arthur-county-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ARTHUR COUNTY SCHOOLS,NE,Nebraska,Arthur,Arthur County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 764-2253,,,,,,Not Started,,,,K12 Locale43,Yes
Arvon Township School District,2-school-district-mi-arvon-township-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Arvon Township School District,MI,Michigan,Skanee,Baraga County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(906) 524-7336,,,,,,Not Started,,,,K12 Locale43,Yes
Ash Creek Elementary District (4187),2-school-district-az-ash-creek-elementary-district-4187,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ash Creek Elementary District (4187),AZ,Arizona,Pearce,Cochise County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(520) 824-3340,http://ashcreekschool.wordpress.com,,,,,Not Started,,,,K12 Locale43,Yes
Ash Fork Joint Unified District (4471),1-school-district-az-ash-fork-joint-unified-district-4471,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Ash Fork Joint Unified District (4471),AZ,Arizona,Ash Fork,Yavapai County,43,43-Rural: Remote,39.3,30%+,Locale 43 and SAIPE ≥ 30%,Susan Atkinson,District Contact,(928) 637-2561,http://www.afjusd.org,,,,,Not Started,,,,K12 Locale43,Yes
ASHBY PUBLIC SCHOOL DISTRICT,2-school-district-mn-ashby-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ASHBY PUBLIC SCHOOL DISTRICT,MN,Minnesota,Ashby,Grant County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 747-2257,http://www.ashby.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Ashe County Schools,2-school-district-nc-ashe-county-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ashe County Schools,NC,North Carolina,Jefferson,Ashe County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(336) 246-7175,http://www.asheschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
ASHE COUNTY TRAC,2-school-district-nc-ashe-county-trac,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ASHE COUNTY TRAC,NC,North Carolina,Jefferson,Ashe County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(336) 219-2650,,,,,,Not Started,,,,K12 Locale43,Yes
ASHER,2-school-district-ok-asher,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ASHER,OK,Oklahoma,Asher,Pottawatomie County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(405) 784-2331,http://www.asher.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
Ashland,2-school-district-ks-ashland,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ashland,KS,Kansas,Ashland,Clark County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 635-2220,http://usd220.net,,,,,Not Started,,,,K12 Locale43,Yes
Ashland Elem,2-school-district-mt-ashland-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ashland Elem,MT,Montana,Ashland,Rosebud County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 784-2568,http://www.ashlandpublicschool.com,,,,,Not Started,,,,K12 Locale43,Yes
ASHLEY 9,2-school-district-nd-ashley-9,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ASHLEY 9,ND,North Dakota,Ashley,McIntosh County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 288-3456,http://www.ashley.k12.nd.us,,,,,Not Started,,,,K12 Locale43,Yes
Ashwood SD 8,2-school-district-or-ashwood-sd-8,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ashwood SD 8,OR,Oregon,Ashwood,Jefferson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 489-3297,http://www.ashwood.k12.or.us,,,,,Not Started,,,,K12 Locale43,Yes
ASPERMONT ISD,2-school-district-tx-aspermont-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ASPERMONT ISD,TX,Texas,Aspermont,Stonewall County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(940) 215-5001,http://www.aspermontisd.com,,,,,Not Started,,,,K12 Locale43,Yes
Astoria CUSD 1,2-school-district-il-astoria-cusd-1,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Astoria CUSD 1,IL,Illinois,Astoria,Fulton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(309) 329-2156,http://www.acusd1.org,,,,,Not Started,,,,K12 Locale43,Yes
Atchison Co Comm Schools,2-school-district-ks-atchison-co-comm-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Atchison Co Comm Schools,KS,Kansas,Effingham,Atchison County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(913) 833-5050,http://www.usd377.org,,,,,Not Started,,,,K12 Locale43,Yes
Atkinson County,1-school-district-ga-atkinson-county,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Atkinson County,GA,Georgia,Pearson,Atkinson County,43,43-Rural: Remote,33.0,30%+,Locale 43 and SAIPE ≥ 30%,0 0,District Contact,(912) 422-7373,,,,,,Not Started,,,,K12 Locale43,Yes
Atlanta Community Schools,2-school-district-mi-atlanta-community-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Atlanta Community Schools,MI,Michigan,Atlanta,Montmorency County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(989) 785-4877,http://www.atlantaschools.us,,,,,Not Started,,,,K12 Locale43,Yes
ATOKA,2-school-district-ok-atoka,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ATOKA,OK,Oklahoma,Atoka,Atoka County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 889-3361,http://www.atoka.org,,,,,Not Started,,,,K12 Locale43,Yes
Attica,2-school-district-ks-attica,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Attica,KS,Kansas,Attica,Harper County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 254-7915,http://www.usd511.net/,,,,,Not Started,,,,K12 Locale43,Yes
AUBURN PUBLIC SCHOOLS,2-school-district-ne-auburn-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,AUBURN PUBLIC SCHOOLS,NE,Nebraska,Auburn,Nemaha County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 274-4830,,,,,,Not Started,,,,K12 Locale43,Yes
Auchard Creek Elem,2-school-district-mt-auchard-creek-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Auchard Creek Elem,MT,Montana,Wolf Creek,Lewis and Clark County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 562-3528,,,,,,Not Started,,,,K12 Locale43,Yes
Audubon Comm School District,2-school-district-ia-audubon-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Audubon Comm School District,IA,Iowa,Audubon,Audubon County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(712) 563-2607,http://www.audubon.k12.ia.us,,,,,Not Started,,,,K12 Locale43,Yes
Augusta Elem,2-school-district-mt-augusta-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Augusta Elem,MT,Montana,Augusta,Lewis and Clark County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 562-3384,http://augustaschool.org,,,,,Not Started,,,,K12 Locale43,Yes
Augusta H S,2-school-district-mt-augusta-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Augusta H S,MT,Montana,Augusta,Lewis and Clark County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 562-3384,http://augustaschool.org,,,,,Not Started,,,,K12 Locale43,Yes
AUGUSTA SCHOOL DISTRICT,1-school-district-ar-augusta-school-district,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,AUGUSTA SCHOOL DISTRICT,AR,Arkansas,Augusta,Woodruff County,43,43-Rural: Remote,34.7,30%+,Locale 43 and SAIPE ≥ 30%,Cathy Tanner,District Contact,(870) 347-2241,http://www.augustasd.org,,,,,Not Started,,,,K12 Locale43,Yes
Austin Area SD,2-school-district-pa-austin-area-sd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Austin Area SD,PA,Pennsylvania,Austin,Potter County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(814) 647-8603,http://www.austinsd.net/,,,,,Not Started,,,,K12 Locale43,Yes
AuTrain-Onota Public Schools,2-school-district-mi-autrain-onota-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,AuTrain-Onota Public Schools,MI,Michigan,Deerton,Alger County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(906) 343-6632,http://www.autrainonota.com,,,,,Not Started,,,,K12 Locale43,Yes
AVA R-I,2-school-district-mo-ava-r-i,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,AVA R-I,MO,Missouri,Ava,Douglas County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(417) 683-4717,http://www.avabears.net,,,,,Not Started,,,,K12 Locale43,Yes
Averill School District,2-school-district-vt-averill-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Averill School District,VT,Vermont,Canaan,Essex County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 266-3330,,,,,,Not Started,,,,K12 Locale43,Yes
AVERY ISD,2-school-district-tx-avery-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,AVERY ISD,TX,Texas,Avery,Red River County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(903) 684-3460,http://www.averyisd.net,,,,,Not Started,,,,K12 Locale43,Yes
AVERY SCHOOL DISTRICT,2-school-district-id-avery-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,AVERY SCHOOL DISTRICT,ID,Idaho,Calder,Shoshone County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(208) 245-2479,,,,,,Not Started,,,,K12 Locale43,Yes
Averys Gore School District,2-school-district-vt-averys-gore-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Averys Gore School District,VT,Vermont,Canaan,Essex County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 266-3330,,,,,,Not Started,,,,K12 Locale43,Yes
Avon School District 04-1,2-school-district-sd-avon-school-district-04-1,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Avon School District 04-1,SD,South Dakota,Avon,Bon Homme County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 286-3291,http://www.avon.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
AXTELL COMMUNITY SCHOOLS,2-school-district-ne-axtell-community-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,AXTELL COMMUNITY SCHOOLS,NE,Nebraska,Axtell,Kearney County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 743-2414,,,,,,Not Started,,,,K12 Locale43,Yes
Ayers Elem,2-school-district-mt-ayers-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ayers Elem,MT,Montana,Grass Range,Fergus County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 428-2340,,,,,,Not Started,,,,K12 Locale43,Yes
Baboquivari Unified School District #40 (4412),2-school-district-az-baboquivari-unified-school-district-40-4412,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Baboquivari Unified School District #40 (4412),AZ,Arizona,Sells,Pima County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(520) 719-1200,http://www.busd40.org,,,,,Not Started,,,,K12 Locale43,Yes
Bacon County,2-school-district-ga-bacon-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Bacon County,GA,Georgia,Alma,Bacon County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(912) 632-7363,,,,,,Not Started,,,,K12 Locale43,Yes
Bad Axe Public Schools,2-school-district-mi-bad-axe-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Bad Axe Public Schools,MI,Michigan,Bad Axe,Huron County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(989) 269-9938,http://www.badaxeps.org,,,,,Not Started,,,,K12 Locale43,Yes
BADGER PUBLIC SCHOOL DISTRICT,2-school-district-mn-badger-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,BADGER PUBLIC SCHOOL DISTRICT,MN,Minnesota,Badger,Roseau County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 528-3201,http://www.badger.k12.mn.us,,,,,Not Started,,,,K12 Locale43,Yes
Bagdad Unified District (4468),2-school-district-az-bagdad-unified-district-4468,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Bagdad Unified District (4468),AZ,Arizona,Bagdad,Yavapai County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(928) 633-4101,http://www.bagdadschools.org,,,,,Not Started,,,,K12 Locale43,Yes
BAGLEY PUBLIC SCHOOL DISTRICT,2-school-district-mn-bagley-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,BAGLEY PUBLIC SCHOOL DISTRICT,MN,Minnesota,Bagley,Clearwater County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 694-6184,http://www.bagley.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Baileyville Public Schools,2-school-district-me-baileyville-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Baileyville Public Schools,ME,Maine,Baileyville,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 427-6913,http://sites.google.com/su107.org/aos90/WES?authuser=0,,,,,Not Started,,,,K12 Locale43,Yes
Bainville K-12 Schools,2-school-district-mt-bainville-k-12-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Bainville K-12 Schools,MT,Montana,Bainville,Roosevelt County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 769-2321,http://bainvilleschool.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
